Accession,Length,Protein,Geo_Location,Collection_Date
QKV42370,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV42382,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42394,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-04-30
QKV42406,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42418,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV42430,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV42454,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42466,1273,surface glycoprotein,"USA: Washington, Franklin County",2020-04-20
QKV42478,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42502,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42514,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-26
QKV42526,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-16
QKV42538,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-05-01
QKV42550,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-04-29
QKV42574,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV42586,1273,surface glycoprotein,"USA: Washington, Mason County",2020-05-04
QKV42598,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV42622,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-23
QKV42634,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42646,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42658,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV42682,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42694,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42706,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-28
QKV42718,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42730,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42742,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-27
QKV42754,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42766,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-03
QKV42778,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42790,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-04-16
QKV42802,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKV42814,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV42826,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV42838,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-16
QKV42850,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV42862,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV42874,1273,surface glycoprotein,"USA: Washington, Cowlitz County",2020-04-27
QKV42886,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-05-01
QKV42898,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-06
QKV42910,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-04-28
QKV42946,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV42970,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-27
QKV42982,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV42994,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-27
QKV43006,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-22
QKV43018,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-04
QKV43030,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV43042,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-01
QKV43054,1273,surface glycoprotein,"USA: Washington, Snohomish County",2020-04-27
QKV43066,1273,surface glycoprotein,"USA: Washington, Grant County",2020-04-15
QKV43078,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-05
QKV43090,1273,surface glycoprotein,"USA: Washington, Skagit County",2020-05-04
QKV43102,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-04-29
QKV43114,1273,surface glycoprotein,"USA: Washington, Yakima County",2020-05-03
QKV43126,1273,surface glycoprotein,"USA: Washington, Franklin County",2020-04-21
QKV43138,1273,surface glycoprotein,"USA: Washington, Pierce County",2020-05-04
QKS89843,1273,surface glycoprotein,"USA: Washington,King County",2020-03-04
QKS89879,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS89891,1273,surface glycoprotein,USA: Washington,2020-03-02
QKS89915,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKS89939,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-03
QKS89963,1273,surface glycoprotein,"USA: Washington,King County",2020-03-03
QKS89987,1273,surface glycoprotein,"USA: Washington,King County",2020-03-01
QKS89999,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKS90011,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90023,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-02
QKS90035,1273,surface glycoprotein,USA: Washington,2020-03-05
QKS90059,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-02
QKS90071,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90083,1273,surface glycoprotein,"USA: Washington,Umatilla County",2020-02-29
QKS90095,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-05
QKS90107,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKS90119,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90131,1273,surface glycoprotein,"USA: Washington,King County",2020-03-03
QKS90143,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90167,1273,surface glycoprotein,"USA: Washington,King County",2020-03-04
QKS90179,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-02
QKS90191,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS90203,1273,surface glycoprotein,"USA: Washington,Umatilla County",2020-02-29
QKS90215,1273,surface glycoprotein,"USA: Washington,Clark County",2020-03-01
QKS90227,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS90239,1273,surface glycoprotein,"USA: Washington,King County",2020-03-01
QKS90251,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90263,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS90275,1273,surface glycoprotein,"USA: Washington,Grant County",2020-03-02
QKS90287,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90299,1273,surface glycoprotein,USA: Washington,2020-03-02
QKS90311,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKS90323,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKS90335,1273,surface glycoprotein,"USA: Washington,King County",2020-03-01
QKS90347,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-03
QKS90359,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-05
QKS90371,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90383,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-02-28
QKS90395,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90407,1273,surface glycoprotein,"USA: Washington,King County",2020-03-04
QKS90419,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS90431,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-02
QKS90443,1273,surface glycoprotein,"USA: Washington,King County",2020-02-26
QKS90455,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90467,1273,surface glycoprotein,USA: Washington,2020-03-03
QKS90479,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-02
QKS90491,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-02-29
QKS90503,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-05
QKS90515,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS90527,1273,surface glycoprotein,"USA: Washington,King County",2020-02-21
QKS90539,1273,surface glycoprotein,USA: Washington,2020-03-02
QKS90551,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-02
QKS90563,1273,surface glycoprotein,"USA: Washington,King County",2020-03-02
QKS90575,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKS90587,1273,surface glycoprotein,USA: Washington,2020-02-28
QKS90599,1273,surface glycoprotein,USA: Washington,2020-02-27
QKS90611,1273,surface glycoprotein,"USA: Washington,King County",2020-03-04
QKS90623,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90635,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-02-29
QKS90647,1273,surface glycoprotein,"USA: Washington,Grant County",2020-03-02
QKS90659,1273,surface glycoprotein,"USA: Washington,King County",2020-03-02
QKS90671,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90683,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-02
QKS90695,1273,surface glycoprotein,USA: Washington,2020-03-03
QKS90707,1273,surface glycoprotein,"USA: Washington,King County",2020-03-03
QKS90719,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-02-28
QKS90731,1273,surface glycoprotein,"USA: Washington,King County",2020-03-01
QKS90743,1273,surface glycoprotein,"USA: Washington,King County",2020-02-22
QKS90755,1273,surface glycoprotein,"USA: Washington,King County",2020-03-06
QKS90767,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKS90779,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-04
QKS90791,1273,surface glycoprotein,"USA: Washington,King County",2020-03-03
QKS90803,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS90815,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90827,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKS90839,1273,surface glycoprotein,"USA: Washington,King County",2020-03-02
QKS90851,1273,surface glycoprotein,"USA: Washington,King County",2020-03-03
QKS90863,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-01
QKS90875,1273,surface glycoprotein,USA: Washington,2020-02-29
QKS90887,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-04
QKS90911,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS90923,1273,surface glycoprotein,USA: Washington,2020-03-03
QKS90935,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS90947,1273,surface glycoprotein,"USA: Washington,King County",2020-03-02
QKS90959,1273,surface glycoprotein,"USA: Washington,King County",2020-03-04
QKS90971,1273,surface glycoprotein,USA: Washington,2020-02-29
QKS90983,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-03
QKS90995,1273,surface glycoprotein,USA: Washington,2020-03-02
QKS91007,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-06
QKS91019,1273,surface glycoprotein,USA: Washington,2020-03-03
QKS91031,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS91055,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKS91067,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKS91079,1273,surface glycoprotein,USA: Washington,2020-03-02
QKS91091,1273,surface glycoprotein,USA: Washington,2020-03-02
QKS91103,1273,surface glycoprotein,"USA: Washington,King County",2020-02-28
QKT21434,1273,surface glycoprotein,USA: WA,2020-03-13
QKU28438,1273,surface glycoprotein,"USA: Washington,King County",2020-03-21
QKU28462,1273,surface glycoprotein,"USA: Washington,King County",2020-03-03
QKU28498,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKU28510,1273,surface glycoprotein,"USA: Washington,King County",2020-03-12
QKU28522,1273,surface glycoprotein,"USA: Washington,King County",2020-03-06
QKU28534,1273,surface glycoprotein,"USA: Washington,King County",2020-03-13
QKU28546,1273,surface glycoprotein,"USA: Washington,King County",2020-03-08
QKU28570,1273,surface glycoprotein,"USA: Washington,King County",2020-03-04
QKU28582,1273,surface glycoprotein,"USA: Washington,King County",2020-03-13
QKU28594,1273,surface glycoprotein,USA: Washington,2020-03-17
QKU28606,1273,surface glycoprotein,"USA: Washington,King County",2020-03-10
QKU28618,1273,surface glycoprotein,USA: Washington,2020-04-01
QKU28630,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKU28642,1273,surface glycoprotein,"USA: Washington,King County",2020-03-06
QKU28654,1273,surface glycoprotein,"USA: Washington,King County",2020-02-29
QKU28666,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKU28678,1273,surface glycoprotein,"USA: Washington,King County",2020-02-26
QKU28690,1273,surface glycoprotein,USA: Washington,2020-03-30
QKU28702,1273,surface glycoprotein,"USA: Washington,King County",2020-03-06
QKU28714,1273,surface glycoprotein,"USA: Washington,King County",2020-02-22
QKU28726,1273,surface glycoprotein,USA: Washington,2020-04-01
QKU28738,1273,surface glycoprotein,"USA: Washington,King County",2020-03-05
QKU28750,1273,surface glycoprotein,"USA: Washington,King County",2020-03-06
QKU28762,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-03-14
QKU28774,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-03-15
QKU28786,1273,surface glycoprotein,"USA: Washington,King County",2020-03-12
QKU28798,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-05
QKU28810,1273,surface glycoprotein,"USA: Washington,King County",2020-03-04
QKU28822,1273,surface glycoprotein,"USA: Washington,King County",2020-04-15
QKU28834,1273,surface glycoprotein,"USA: Washington,King County",2020-04-27
QKU28846,1273,surface glycoprotein,"USA: Washington,King County",2020-04-29
QKU28858,1273,surface glycoprotein,"USA: Washington,King County",2020-04-04
QKU28870,1273,surface glycoprotein,"USA: Washington,King County",2020-04-25
QKU28882,1273,surface glycoprotein,"USA: Washington,King County",2020-04-20
QKU28894,1273,surface glycoprotein,"USA: Washington,King County",2020-04-04
QKU28906,1273,surface glycoprotein,"USA: Washington,King County",2020-04-12
QKU28930,1273,surface glycoprotein,"USA: Washington,King County",2020-04-23
QKU28942,1273,surface glycoprotein,"USA: Washington,King County",2020-04-20
QKU28954,1273,surface glycoprotein,"USA: Washington,King County",2020-04-02
QKU28966,1273,surface glycoprotein,"USA: Washington,King County",2020-04-13
QKU28978,1273,surface glycoprotein,"USA: Washington,King County",2020-04-12
QKU28990,1273,surface glycoprotein,"USA: Washington,King County",2020-04-04
QKU29002,1273,surface glycoprotein,"USA: Washington,King County",2020-04-18
QKU29014,1273,surface glycoprotein,"USA: Washington,King County",2020-04-04
QKU29026,1273,surface glycoprotein,"USA: Washington,King County",2020-04-23
QKU29038,1273,surface glycoprotein,"USA: Washington,King County",2020-04-19
QKU29050,1273,surface glycoprotein,"USA: Washington,King County",2020-04-26
QKU29062,1273,surface glycoprotein,"USA: Washington,King County",2020-04-26
QKU29074,1273,surface glycoprotein,"USA: Washington,King County",2020-04-19
QKU29086,1273,surface glycoprotein,"USA: Washington,King County",2020-04-26
QKU30329,1273,surface glycoprotein,USA: Washington,2020-04-23
QKU30341,1273,surface glycoprotein,USA: Washington,2020-04-23
QKU30353,1273,surface glycoprotein,USA: Washington,2020-04-23
QKU30365,1273,surface glycoprotein,USA: Washington,2020-04-15
QKU30377,1273,surface glycoprotein,USA: Washington,2020-04-01
QKU30389,1273,surface glycoprotein,USA: Washington,2020-04-23
QKU30401,1273,surface glycoprotein,USA: Washington,2020-04-13
QKU30413,1273,surface glycoprotein,USA: Washington,2020-04-23
QKU30425,1273,surface glycoprotein,USA: Washington,2020-04-13
QKU30437,1273,surface glycoprotein,USA: Washington,2020-04-23
QKU30449,1273,surface glycoprotein,"USA: Washington,King County",2020-03-23
QKU30461,1273,surface glycoprotein,"USA: Washington,King County",2020-03-20
QKU30473,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-03-26
QKU30485,1273,surface glycoprotein,"USA: Washington,King County",2020-04-17
QKU30497,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-17
QKU30509,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-04-19
QKU30521,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-04-19
